look_id,category,product_id
54,sporty,241
54,sporty,489
54,sporty,521
55,formal,81
55,formal,401
55,formal,698
55,formal,911
56,party,87
56,party,306
56,party,668
57,formal,78
57,formal,320
57,formal,695
58,formal,70
58,formal,429
58,formal,657
58,formal,952
59,business casual,94
59,business casual,321
59,business casual,724
59,business casual,877
60,casual,137
60,casual,352
60,casual,527
61,sporty,6
61,sporty,465
61,sporty,524
61,sporty,792
62,formal,92
62,formal,324
62,formal,625
63,party,180
63,party,327
63,party,549
64,sporty,221
64,sporty,475
64,sporty,516
65,casual,9
65,casual,258
65,casual,514
65,casual,859
66,formal,87
66,formal,335
66,formal,682
67,sporty,221
67,sporty,458
67,sporty,539
68,sporty,220
68,sporty,364
68,sporty,516
69,formal,92
69,formal,339
69,formal,667
69,formal,894
70,business casual,30
70,business casual,336
70,business casual,660
70,business casual,849
71,business casual,37
71,business casual,332
71,business casual,643
72,casual,148
72,casual,376
72,casual,537
73,party,89
73,party,325
73,party,578
74,formal,65
74,formal,435
74,formal,641
75,party,178
75,party,344
75,party,672
75,party,920
76,casual,159
76,casual,275
76,casual,600
77,business casual,53
77,business casual,450
77,business casual,742
77,business casual,835
78,business casual,44
78,business casual,335
78,business casual,637
79,sporty,20
79,sporty,453
79,sporty,537
79,sporty,805
80,party,175
80,party,332
80,party,688
80,party,769
81,casual,133
81,casual,391
81,casual,532
82,formal,60
82,formal,448
82,formal,658
82,formal,926
83,casual,17
83,casual,273
83,casual,507
84,formal,71
84,formal,445
84,formal,627
85,party,181
85,party,432
85,party,701
85,party,881
86,formal,96
86,formal,439
86,formal,698
87,business casual,93
87,business casual,446
87,business casual,635
87,business casual,775
88,formal,68
88,formal,339
88,formal,688
88,formal,862
89,sporty,244
89,sporty,500
89,sporty,508
90,sporty,22
90,sporty,365
90,sporty,519
91,business casual,32
91,business casual,408
91,business casual,651
92,business casual,44
92,business casual,423
92,business casual,639
93,party,169
93,party,302
93,party,703
93,party,956
94,party,91
94,party,326
94,party,686
94,party,981
95,party,102
95,party,427
95,party,581
95,party,879
96,formal,58
96,formal,422
96,formal,626
97,business casual,44
97,business casual,334
97,business casual,724
98,business casual,108
98,business casual,344
98,business casual,714
98,business casual,979
99,sporty,25
99,sporty,363
99,sporty,514
100,formal,69
100,formal,328
100,formal,625
101,formal,103
101,formal,408
101,formal,696
102,sporty,18
102,sporty,471
102,sporty,535
103,party,82
103,party,333
103,party,556
103,party,901
104,party,179
104,party,348
104,party,565
104,party,887
105,formal,87
105,formal,442
105,formal,675
105,formal,872
106,business casual,83
106,business casual,345
106,business casual,729
106,business casual,976
107,business casual,42
107,business casual,437
107,business casual,626
107,business casual,797
108,casual,11
108,casual,284
108,casual,516
109,casual,8
109,casual,391
109,casual,531
109,casual,792
110,party,247
110,party,430
110,party,549
110,party,901
111,formal,93
111,formal,347
111,formal,644
112,party,180
112,party,444
112,party,693
113,party,101
113,party,431
113,party,673
113,party,855
114,formal,55
114,formal,409
114,formal,648
114,formal,912
115,formal,102
115,formal,431
115,formal,654
115,formal,866
116,party,104
116,party,346
116,party,671
117,sporty,20
117,sporty,495
117,sporty,541
118,party,171
118,party,404
118,party,551
119,formal,57
119,formal,338
119,formal,660
120,casual,12
120,casual,381
120,casual,508
121,business casual,28
121,business casual,413
121,business casual,750
122,casual,133
122,casual,282
122,casual,517
122,casual,831
123,sporty,217
123,sporty,392
123,sporty,507
123,sporty,855
124,casual,3
124,casual,398
124,casual,527
124,casual,883
125,formal,60
125,formal,327
125,formal,750
125,formal,826
126,party,84
126,party,416
126,party,556
126,party,953
127,sporty,222
127,sporty,463
127,sporty,519
128,formal,87
128,formal,322
128,formal,750
128,formal,823
129,casual,143
129,casual,276
129,casual,595
129,casual,984
130,sporty,237
130,sporty,472
130,sporty,533
131,casual,15
131,casual,372
131,casual,507
131,casual,754
132,party,83
132,party,312
132,party,684
133,sporty,12
133,sporty,455
133,sporty,539
133,sporty,794
134,formal,58
134,formal,442
134,formal,666
134,formal,970
135,casual,155
135,casual,255
135,casual,588
135,casual,930
136,sporty,243
136,sporty,388
136,sporty,507
136,sporty,762
137,formal,82
137,formal,413
137,formal,658
137,formal,838
138,party,175
138,party,304
138,party,551
138,party,936
139,casual,149
139,casual,264
139,casual,520
139,casual,800
140,sporty,18
140,sporty,387
140,sporty,512
140,sporty,774
141,casual,115
141,casual,286
141,casual,540
142,sporty,220
142,sporty,352
142,sporty,527
142,sporty,999
143,casual,123
143,casual,290
143,casual,620
143,casual,815
144,business casual,106
144,business casual,414
144,business casual,712
144,business casual,807
145,sporty,220
145,sporty,479
145,sporty,534
145,sporty,753
146,casual,123
146,casual,293
146,casual,597
147,casual,22
147,casual,267
147,casual,584
148,party,101
148,party,448
148,party,551
149,formal,76
149,formal,445
149,formal,680
150,formal,90
150,formal,415
150,formal,684
151,sporty,10
151,sporty,479
151,sporty,506
152,sporty,242
152,sporty,497
152,sporty,509
153,formal,61
153,formal,424
153,formal,692
154,formal,108
154,formal,442
154,formal,691
154,formal,923
155,casual,119
155,casual,292
155,casual,531
156,party,163
156,party,449
156,party,570
156,party,991
157,sporty,9
157,sporty,490
157,sporty,536
157,sporty,888
158,formal,101
158,formal,341
158,formal,641
158,formal,851
159,business casual,36
159,business casual,438
159,business casual,734
160,party,107
160,party,413
160,party,552
161,business casual,36
161,business casual,336
161,business casual,711
162,business casual,30
162,business casual,301
162,business casual,736
163,casual,21
163,casual,369
163,casual,521
164,business casual,51
164,business casual,409
164,business casual,738
165,sporty,226
165,sporty,493
165,sporty,536
165,sporty,833
166,business casual,87
166,business casual,447
166,business casual,631
167,casual,156
167,casual,289
167,casual,516
167,casual,824
168,sporty,17
168,sporty,362
168,sporty,540
168,sporty,979
169,business casual,40
169,business casual,402
169,business casual,664
170,sporty,6
170,sporty,476
170,sporty,541
171,business casual,99
171,business casual,336
171,business casual,647
172,sporty,26
172,sporty,362
172,sporty,537
172,sporty,757
173,party,91
173,party,322
173,party,549
174,formal,87
174,formal,344
174,formal,678
175,business casual,101
175,business casual,442
175,business casual,732
176,formal,87
176,formal,335
176,formal,636
176,formal,823
177,casual,10
177,casual,374
177,casual,584
177,casual,832
178,party,182
178,party,447
178,party,690
179,formal,76
179,formal,423
179,formal,674
179,formal,820
180,sporty,243
180,sporty,494
180,sporty,514
181,casual,24
181,casual,275
181,casual,589
181,casual,818
182,sporty,225
182,sporty,374
182,sporty,519
183,party,177
183,party,450
183,party,705
184,formal,58
184,formal,308
184,formal,699
185,sporty,242
185,sporty,374
185,sporty,506
185,sporty,923
186,business casual,41
186,business casual,411
186,business casual,736
186,business casual,804
187,casual,14
187,casual,388
187,casual,534
187,casual,765
188,business casual,32
188,business casual,308
188,business casual,713
188,business casual,941
189,sporty,225
189,sporty,478
189,sporty,512
190,sporty,11
190,sporty,484
190,sporty,527
190,sporty,847
191,sporty,21
191,sporty,453
191,sporty,532
192,casual,27
192,casual,289
192,casual,620
192,casual,806
193,party,186
193,party,305
193,party,572
194,business casual,40
194,business casual,441
194,business casual,729
195,business casual,100
195,business casual,432
195,business casual,710
196,formal,104
196,formal,412
196,formal,681
196,formal,899
197,party,170
197,party,445
197,party,574
197,party,887
198,casual,152
198,casual,284
198,casual,590
198,casual,839
199,casual,140
199,casual,377
199,casual,532
199,casual,772
200,sporty,15
200,sporty,390
200,sporty,541
200,sporty,845
201,business casual,33
201,business casual,423
201,business casual,722
201,business casual,965
202,casual,27
202,casual,389
202,casual,537
202,casual,891
203,party,104
203,party,326
203,party,572
204,formal,100
204,formal,406
204,formal,648
205,sporty,18
205,sporty,370
205,sporty,532
206,formal,58
206,formal,342
206,formal,699
206,formal,765
207,formal,246
207,formal,316
207,formal,694
208,party,170
208,party,324
208,party,699
208,party,881
209,business casual,32
209,business casual,333
209,business casual,750
209,business casual,952
210,formal,77
210,formal,331
210,formal,650
211,formal,106
211,formal,346
211,formal,684
212,sporty,24
212,sporty,375
212,sporty,503
213,business casual,92
213,business casual,303
213,business casual,658
213,business casual,792
214,business casual,46
214,business casual,420
214,business casual,631
215,sporty,12
215,sporty,451
215,sporty,514
216,sporty,9
216,sporty,365
216,sporty,516
217,formal,59
217,formal,427
217,formal,643
217,formal,996
218,casual,110
218,casual,293
218,casual,530
218,casual,868
219,party,166
219,party,314
219,party,697
219,party,847
220,sporty,238
220,sporty,487
220,sporty,520
221,formal,108
221,formal,439
221,formal,639
221,formal,891
222,party,96
222,party,434
222,party,705
222,party,939
223,party,85
223,party,309
223,party,682
224,casual,136
224,casual,354
224,casual,597
224,casual,999
225,casual,23
225,casual,379
225,casual,511
226,business casual,107
226,business casual,340
226,business casual,627
227,party,183
227,party,324
227,party,550
227,party,885
228,party,107
228,party,301
228,party,546
228,party,979
229,casual,8
229,casual,262
229,casual,536
229,casual,955
230,casual,129
230,casual,351
230,casual,587
231,business casual,102
231,business casual,330
231,business casual,638
232,formal,105
232,formal,323
232,formal,648
232,formal,877
233,party,85
233,party,333
233,party,558
234,casual,126
234,casual,382
234,casual,596
234,casual,796
235,casual,7
235,casual,384
235,casual,585
235,casual,965
236,party,171
236,party,418
236,party,692
236,party,834
237,sporty,14
237,sporty,359
237,sporty,523
237,sporty,979
238,casual,113
238,casual,378
238,casual,747
238,casual,938
239,casual,111
239,casual,383
239,casual,610
239,casual,805
240,business casual,37
240,business casual,403
240,business casual,711
241,party,182
241,party,328
241,party,667
242,sporty,21
242,sporty,456
242,sporty,540
242,sporty,774
243,business casual,29
243,business casual,436
243,business casual,636
243,business casual,789
244,casual,112
244,casual,373
244,casual,511
244,casual,956
245,sporty,26
245,sporty,362
245,sporty,511
245,sporty,778
246,formal,247
246,formal,439
246,formal,691
246,formal,929
247,formal,101
247,formal,416
247,formal,703
247,formal,987
248,casual,146
248,casual,291
248,casual,514
248,casual,910
249,sporty,227
249,sporty,473
249,sporty,539
249,sporty,770
250,formal,73
250,formal,348
250,formal,703
251,formal,99
251,formal,426
251,formal,673
251,formal,817
252,business casual,247
252,business casual,428
252,business casual,715
253,business casual,96
253,business casual,422
253,business casual,719
253,business casual,773
254,business casual,30
254,business casual,418
254,business casual,635
254,business casual,829
255,sporty,233
255,sporty,499
255,sporty,509
256,sporty,227
256,sporty,454
256,sporty,532
257,sporty,223
257,sporty,480
257,sporty,540
258,sporty,1
258,sporty,480
258,sporty,520
258,sporty,975
259,casual,144
259,casual,356
259,casual,517
259,casual,853
260,business casual,35
260,business casual,402
260,business casual,745
261,business casual,41
261,business casual,304
261,business casual,711
261,business casual,840
262,business casual,89
262,business casual,434
262,business casual,644
262,business casual,801
263,party,189
263,party,319
263,party,559
263,party,992
264,casual,23
264,casual,362
264,casual,533
265,party,187
265,party,340
265,party,681
266,formal,56
266,formal,415
266,formal,673
267,business casual,83
267,business casual,310
267,business casual,625
267,business casual,969
268,formal,94
268,formal,418
268,formal,642
269,business casual,49
269,business casual,348
269,business casual,734
270,business casual,37
270,business casual,450
270,business casual,742
270,business casual,794
271,formal,94
271,formal,415
271,formal,668
272,business casual,41
272,business casual,410
272,business casual,626
272,business casual,767
273,business casual,31
273,business casual,429
273,business casual,716
273,business casual,955
274,party,168
274,party,322
274,party,690
275,formal,97
275,formal,420
275,formal,676
275,formal,855
276,formal,88
276,formal,339
276,formal,700
276,formal,783
277,party,165
277,party,332
277,party,704
278,formal,96
278,formal,446
278,formal,641
279,formal,88
279,formal,416
279,formal,651
279,formal,952
280,formal,56
280,formal,429
280,formal,671
281,casual,118
281,casual,287
281,casual,593
281,casual,837
282,sporty,220
282,sporty,456
282,sporty,532
282,sporty,996
283,business casual,49
283,business casual,339
283,business casual,625
283,business casual,927
284,casual,117
284,casual,265
284,casual,531
284,casual,995
285,party,96
285,party,326
285,party,547
286,sporty,220
286,sporty,353
286,sporty,519
286,sporty,796
287,casual,151
287,casual,400
287,casual,513
287,casual,917
288,business casual,100
288,business casual,404
288,business casual,634
288,business casual,914
289,casual,10
289,casual,359
289,casual,501
290,casual,20
290,casual,363
290,casual,585
290,casual,964
291,casual,2
291,casual,376
291,casual,501
292,business casual,89
292,business casual,317
292,business casual,640
292,business casual,791
293,business casual,32
293,business casual,339
293,business casual,664
293,business casual,773
294,business casual,54
294,business casual,405
294,business casual,717
295,party,167
295,party,411
295,party,703
296,formal,78
296,formal,430
296,formal,701
296,formal,925
297,formal,86
297,formal,427
297,formal,641
298,business casual,38
298,business casual,417
298,business casual,651
299,party,90
299,party,428
299,party,556
300,casual,7
300,casual,292
300,casual,535
300,casual,840
301,casual,248
301,casual,355
301,casual,540
302,formal,79
302,formal,446
302,formal,651
302,formal,803
303,sporty,218
303,sporty,385
303,sporty,512
304,business casual,38
304,business casual,407
304,business casual,660
305,sporty,22
305,sporty,390
305,sporty,515
305,sporty,925
306,party,188
306,party,431
306,party,560
306,party,927
307,sporty,240
307,sporty,498
307,sporty,521
307,sporty,932
308,casual,11
308,casual,271
308,casual,506
309,sporty,23
309,sporty,384
309,sporty,521
309,sporty,914
310,sporty,218
310,sporty,395
310,sporty,525
310,sporty,860
311,party,93
311,party,341
311,party,674
311,party,885
312,formal,56
312,formal,443
312,formal,699
312,formal,890
313,sporty,219
313,sporty,373
313,sporty,538
313,sporty,950
314,formal,68
314,formal,449
314,formal,651
314,formal,884
315,business casual,35
315,business casual,343
315,business casual,630
315,business casual,840
316,casual,157
316,casual,382
316,casual,595
316,casual,850
317,business casual,247
317,business casual,340
317,business casual,722
317,business casual,930
318,sporty,13
318,sporty,394
318,sporty,539
318,sporty,892
319,formal,82
319,formal,348
319,formal,685
320,business casual,89
320,business casual,422
320,business casual,661
321,sporty,13
321,sporty,471
321,sporty,532
321,sporty,968
322,formal,105
322,formal,307
322,formal,652
322,formal,917
323,sporty,22
323,sporty,371
323,sporty,529
324,party,178
324,party,438
324,party,552
325,sporty,10
325,sporty,356
325,sporty,511
326,casual,121
326,casual,279
326,casual,599
326,casual,907
327,formal,86
327,formal,311
327,formal,698
328,business casual,53
328,business casual,331
328,business casual,706
329,party,181
329,party,334
329,party,555
330,party,169
330,party,412
330,party,699
331,sporty,22
331,sporty,493
331,sporty,525
332,business casual,54
332,business casual,441
332,business casual,632
332,business casual,949
333,casual,20
333,casual,271
333,casual,510
333,casual,751
334,business casual,45
334,business casual,448
334,business casual,627
335,party,189
335,party,411
335,party,675
335,party,759
336,sporty,242
336,sporty,377
336,sporty,514
336,sporty,907
337,party,189
337,party,342
337,party,665
337,party,838
338,business casual,104
338,business casual,450
338,business casual,647
338,business casual,937
339,casual,128
339,casual,383
339,casual,586
339,casual,801
340,formal,99
340,formal,434
340,formal,665
340,formal,893
341,sporty,218
341,sporty,360
341,sporty,503
342,formal,61
342,formal,446
342,formal,627
342,formal,933
343,formal,103
343,formal,338
343,formal,662
344,party,186
344,party,302
344,party,686
344,party,776
345,sporty,240
345,sporty,497
345,sporty,504
346,party,83
346,party,303
346,party,559
347,casual,111
347,casual,383
347,casual,609
348,formal,88
348,formal,436
348,formal,676
348,formal,785
349,business casual,53
349,business casual,402
349,business casual,727
349,business casual,791
350,business casual,99
350,business casual,444
350,business casual,649
351,sporty,8
351,sporty,367
351,sporty,537
352,business casual,100
352,business casual,345
352,business casual,742
352,business casual,916
353,formal,102
353,formal,426
353,formal,656
353,formal,871
354,party,181
354,party,448
354,party,675
355,business casual,84
355,business casual,407
355,business casual,727
355,business casual,985
356,business casual,247
356,business casual,309
356,business casual,636
357,casual,118
357,casual,374
357,casual,601
357,casual,878
358,party,247
358,party,408
358,party,670
358,party,944
359,sporty,226
359,sporty,457
359,sporty,510
360,formal,102
360,formal,335
360,formal,670
361,business casual,107
361,business casual,310
361,business casual,726
361,business casual,801
362,formal,69
362,formal,412
362,formal,634
362,formal,886
363,sporty,9
363,sporty,378
363,sporty,537
363,sporty,790
364,business casual,42
364,business casual,429
364,business casual,630
364,business casual,985
365,sporty,21
365,sporty,373
365,sporty,522
366,casual,152
366,casual,360
366,casual,606
366,casual,755
367,casual,129
367,casual,300
367,casual,590
367,casual,802
368,formal,87
368,formal,350
368,formal,661
368,formal,800
369,business casual,102
369,business casual,310
369,business casual,720
370,sporty,3
370,sporty,381
370,sporty,525
370,sporty,911
371,business casual,39
371,business casual,427
371,business casual,636
372,party,99
372,party,332
372,party,546
373,formal,86
373,formal,403
373,formal,671
374,casual,113
374,casual,367
374,casual,511
374,casual,932
375,business casual,32
375,business casual,339
375,business casual,717
376,casual,111
376,casual,295
376,casual,511
376,casual,923
377,casual,123
377,casual,272
377,casual,747
377,casual,935
378,casual,8
378,casual,290
378,casual,528
379,party,98
379,party,311
379,party,577
379,party,977
380,sporty,14
380,sporty,483
380,sporty,502
380,sporty,835
381,formal,94
381,formal,308
381,formal,656
381,formal,828
382,business casual,94
382,business casual,345
382,business casual,638
383,business casual,91
383,business casual,339
383,business casual,630
384,party,181
384,party,342
384,party,556
384,party,772
385,party,86
385,party,344
385,party,699
385,party,926
386,sporty,20
386,sporty,359
386,sporty,508
386,sporty,857
387,casual,140
387,casual,268
387,casual,532
388,formal,74
388,formal,430
388,formal,657
389,casual,145
389,casual,280
389,casual,610
390,formal,94
390,formal,323
390,formal,639
390,formal,842
391,party,88
391,party,304
391,party,582
392,business casual,104
392,business casual,444
392,business casual,727
393,sporty,24
393,sporty,397
393,sporty,510
394,party,88
394,party,306
394,party,580
394,party,774
395,casual,128
395,casual,281
395,casual,612
395,casual,824
396,casual,16
396,casual,256
396,casual,589
396,casual,994
397,formal,87
397,formal,337
397,formal,625
398,party,95
398,party,317
398,party,676
399,sporty,226
399,sporty,480
399,sporty,501
399,sporty,815
400,sporty,27
400,sporty,454
400,sporty,529
400,sporty,784
401,sporty,26
401,sporty,462
401,sporty,536
401,sporty,974
402,party,94
402,party,309
402,party,546
402,party,878
403,sporty,19
403,sporty,478
403,sporty,539
403,sporty,818
404,casual,114
404,casual,290
404,casual,598
404,casual,893
405,casual,119
405,casual,289
405,casual,506
406,formal,88
406,formal,421
406,formal,700
406,formal,930
407,sporty,11
407,sporty,472
407,sporty,537
408,party,100
408,party,407
408,party,694
408,party,941
409,business casual,104
409,business casual,414
409,business casual,718
410,business casual,36
410,business casual,319
410,business casual,646
411,sporty,19
411,sporty,487
411,sporty,520
412,business casual,103
412,business casual,419
412,business casual,641
413,casual,116
413,casual,360
413,casual,538
413,casual,788
414,sporty,17
414,sporty,489
414,sporty,510
414,sporty,926
415,sporty,234
415,sporty,464
415,sporty,522
416,casual,113
416,casual,270
416,casual,524
416,casual,802
417,casual,22
417,casual,352
417,casual,618
418,business casual,34
418,business casual,424
418,business casual,632
419,sporty,1
419,sporty,451
419,sporty,524
420,casual,2
420,casual,399
420,casual,520
421,business casual,108
421,business casual,334
421,business casual,739
422,business casual,38
422,business casual,302
422,business casual,632
423,casual,119
423,casual,395
423,casual,618
423,casual,999
424,business casual,96
424,business casual,345
424,business casual,639
424,business casual,852
425,sporty,236
425,sporty,399
425,sporty,541
426,formal,108
426,formal,349
426,formal,665
427,casual,160
427,casual,384
427,casual,513
427,casual,808
428,formal,56
428,formal,416
428,formal,692
429,casual,114
429,casual,359
429,casual,608
429,casual,945
430,party,83
430,party,401
430,party,683
430,party,819
431,party,178
431,party,409
431,party,688
432,sporty,24
432,sporty,389
432,sporty,515
433,business casual,96
433,business casual,327
433,business casual,625
434,casual,3
434,casual,300
434,casual,605
435,business casual,93
435,business casual,443
435,business casual,725
436,formal,72
436,formal,328
436,formal,653
437,casual,14
437,casual,300
437,casual,518
437,casual,789
438,sporty,11
438,sporty,364
438,sporty,538
438,sporty,888
439,casual,120
439,casual,389
439,casual,747
439,casual,895
440,formal,84
440,formal,410
440,formal,693
440,formal,840
441,casual,14
441,casual,296
441,casual,503
441,casual,865
442,formal,106
442,formal,304
442,formal,684
443,sporty,222
443,sporty,499
443,sporty,510
444,sporty,2
444,sporty,472
444,sporty,535
444,sporty,916
445,casual,148
445,casual,251
445,casual,504
446,casual,144
446,casual,259
446,casual,520
447,business casual,101
447,business casual,448
447,business casual,734
448,casual,138
448,casual,266
448,casual,749
449,party,166
449,party,411
449,party,544
449,party,942
450,party,106
450,party,412
450,party,542
451,formal,99
451,formal,419
451,formal,638
451,formal,767
452,sporty,221
452,sporty,351
452,sporty,504
452,sporty,977
453,formal,67
453,formal,337
453,formal,666
453,formal,834
454,formal,104
454,formal,442
454,formal,635
454,formal,900
455,party,96
455,party,340
455,party,691
455,party,938
456,party,108
456,party,350
456,party,542
456,party,932
457,formal,61
457,formal,412
457,formal,677
458,sporty,27
458,sporty,457
458,sporty,503
459,business casual,35
459,business casual,420
459,business casual,638
459,business casual,790
460,business casual,34
460,business casual,418
460,business casual,660
460,business casual,934
461,formal,55
461,formal,403
461,formal,652
462,business casual,39
462,business casual,326
462,business casual,658
462,business casual,847
463,formal,92
463,formal,346
463,formal,687
463,formal,838
464,sporty,225
464,sporty,366
464,sporty,535
464,sporty,924
465,sporty,16
465,sporty,368
465,sporty,527
466,sporty,220
466,sporty,452
466,sporty,534
466,sporty,797
467,formal,77
467,formal,442
467,formal,635
468,party,168
468,party,329
468,party,571
469,business casual,50
469,business casual,326
469,business casual,629
470,casual,133
470,casual,365
470,casual,541
470,casual,854
471,business casual,52
471,business casual,420
471,business casual,661
471,business casual,909
472,business casual,88
472,business casual,402
472,business casual,652
472,business casual,901
473,casual,146
473,casual,364
473,casual,616
473,casual,794
474,party,89
474,party,333
474,party,675
475,business casual,35
475,business casual,446
475,business casual,660
476,sporty,241
476,sporty,352
476,sporty,541
476,sporty,809
477,casual,153
477,casual,398
477,casual,517
477,casual,878
478,sporty,233
478,sporty,386
478,sporty,510
479,party,83
479,party,312
479,party,548
479,party,962
480,party,189
480,party,445
480,party,667
480,party,846
481,business casual,91
481,business casual,334
481,business casual,737
481,business casual,998
482,casual,152
482,casual,296
482,casual,607
483,party,184
483,party,342
483,party,670
483,party,942
484,business casual,29
484,business casual,405
484,business casual,643
485,party,174
485,party,416
485,party,548
485,party,774
486,sporty,232
486,sporty,488
486,sporty,502
487,business casual,39
487,business casual,307
487,business casual,625
488,business casual,82
488,business casual,332
488,business casual,652
489,party,187
489,party,407
489,party,673
490,casual,121
490,casual,299
490,casual,606
490,casual,981
491,sporty,6
491,sporty,490
491,sporty,510
491,sporty,828
492,formal,100
492,formal,422
492,formal,651
493,business casual,36
493,business casual,415
493,business casual,634
494,formal,85
494,formal,411
494,formal,694
494,formal,759
495,sporty,8
495,sporty,391
495,sporty,534
496,formal,77
496,formal,414
496,formal,667
497,sporty,236
497,sporty,377
497,sporty,502
497,sporty,763
498,party,88
498,party,428
498,party,695
499,sporty,11
499,sporty,354
499,sporty,523
499,sporty,859
500,casual,27
500,casual,373
500,casual,506
500,casual,933
501,formal,92
501,formal,325
501,formal,683
501,formal,812
502,sporty,11
502,sporty,378
502,sporty,522
503,casual,120
503,casual,278
503,casual,585
503,casual,908
504,business casual,40
504,business casual,311
504,business casual,720
504,business casual,865
505,formal,72
505,formal,337
505,formal,630
505,formal,991
506,formal,55
506,formal,329
506,formal,750
506,formal,911
507,formal,81
507,formal,327
507,formal,669
507,formal,970
508,formal,99
508,formal,413
508,formal,701
508,formal,979
509,party,182
509,party,409
509,party,701
509,party,844
510,formal,68
510,formal,301
510,formal,704
510,formal,895
511,business casual,95
511,business casual,335
511,business casual,736
511,business casual,923
512,sporty,238
512,sporty,399
512,sporty,514
513,party,186
513,party,338
513,party,701
513,party,778
514,formal,57
514,formal,441
514,formal,677
515,party,166
515,party,320
515,party,673
516,party,93
516,party,409
516,party,543
516,party,877
517,business casual,47
517,business casual,438
517,business casual,738
518,sporty,5
518,sporty,360
518,sporty,528
518,sporty,903
519,sporty,27
519,sporty,353
519,sporty,539
520,sporty,241
520,sporty,483
520,sporty,506
521,casual,109
521,casual,276
521,casual,602
521,casual,950
522,formal,63
522,formal,307
522,formal,689
523,business casual,33
523,business casual,314
523,business casual,633
523,business casual,954
524,party,173
524,party,425
524,party,567
524,party,797
525,formal,70
525,formal,411
525,formal,690
525,formal,962
526,sporty,226
526,sporty,359
526,sporty,529
526,sporty,846
527,formal,247
527,formal,447
527,formal,705
527,formal,949
528,formal,78
528,formal,419
528,formal,637
528,formal,858
529,sporty,243
529,sporty,486
529,sporty,747
530,casual,116
530,casual,380
530,casual,506
531,sporty,243
531,sporty,371
531,sporty,518
531,sporty,797
532,party,91
532,party,416
532,party,549
532,party,803
533,formal,93
533,formal,330
533,formal,669
533,formal,948
534,sporty,7
534,sporty,375
534,sporty,529
535,business casual,106
535,business casual,414
535,business casual,711
536,business casual,247
536,business casual,442
536,business casual,715
536,business casual,953
537,formal,55
537,formal,432
537,formal,667
537,formal,952
538,casual,125
538,casual,399
538,casual,534
538,casual,908
539,party,108
539,party,446
539,party,688
540,casual,111
540,casual,369
540,casual,504
541,party,86
541,party,430
541,party,683
542,party,171
542,party,421
542,party,669
542,party,793
543,casual,138
543,casual,352
543,casual,518
543,casual,899
544,party,179
544,party,315
544,party,565
544,party,948
545,formal,57
545,formal,423
545,formal,671
546,sporty,26
546,sporty,363
546,sporty,501
546,sporty,781
547,formal,100
547,formal,408
547,formal,695
547,formal,800
548,formal,81
548,formal,329
548,formal,688
